@relation 'cooperative'
@attribute TIME numeric
@attribute TYPE numeric
@attribute NODEID numeric
@attribute CAPACITY numeric
@attribute RATE numeric
@attribute BSDISTANCE numeric
@attribute R1DISTANCE numeric
@attribute R2DISTANCE numeric
@attribute R3DISTANCE numeric
@attribute R4DISTANCE numeric
@attribute R5DISTANCE numeric
@attribute selected {0, 1, 2, 3, 4, 5}
@data
21,3,63,1.137,2,937.88,937.24,1124.1,790.57,281.12,968.43,4
21,3,64,0,2,790.36,676.36,838.97,-19.164,354.29,-0.3182,3
21,3,65,0,2,1581.3,123.79,283.06,353.57,247.21,424.82,1
21,3,66,0,2,1762.2,-584.27,345.49,0,378.91,1109.8,1
21,3,67,0,2,1418.2,-167.01,0,832.62,486.93,267.36,1
21,3,68,0,2,1506,0,26.221,0,586.29,698.9,3
21,3,69,0,2,1070.4,99.859,0,0,-694.27,627.78,4
21,3,70,1.8139,2,1700.7,-50.208,-180.53,1626.4,588.26,200.89,2
21,3,71,2.2715,2,992.28,0,224.5,516.58,1057.3,-34.453,0
21,3,72,2.3084,2,1383.7,-43.579,0,-60.498,-568.08,-31.763,0
21,3,73,3.2142,2,2242.4,1606.9,897.93,1120.6,48.617,744.81,0
21,3,74,1.7048,2,1978.8,358.35,0,-748.92,0,974.37,3
21,3,75,1.4628,2,1347.9,-896.99,397.2,700.34,293.36,330.54,1
21,3,76,0.83531,2,1745.1,1267.4,-113.19,576.83,-439.94,0,4
21,3,77,0,2,868.96,1145,-715.95,540.29,526.64,-30.556,2
21,3,78,0,2,1697.7,387.83,19.053,690.92,313.36,130.71,2
21,3,79,1.1646,2,2008.9,-250.63,-253.79,860.83,1193.3,535.9,2
21,3,80,2.7119,2,1375.5,1210.4,223.79,-37.732,652.85,55.109,0
21,3,81,3.111,2,955.91,0,0,113.15,1645.6,1015.9,0
21,3,82,1.0357,2,1109.7,1169.4,446.24,415.5,233.81,694.91,4
21,3,83,0.843,2,1074.7,-92.92,718.26,-77.895,-388.79,1028.1,4
21,3,84,2.5595,2,2008.3,955.46,-213.48,0,1229.5,0,0
21,3,85,0,2,980.93,0,549.02,648.96,-17.242,0,4
21,3,86,2.3095,2,1820.1,632.52,0,345.38,0,1100.8,0
21,3,87,2.9732,2,1646.4,0,0,685.1,0,178.93,0
21,3,88,0,2,1377.1,1516.4,1031,269.41,1131.1,211.43,5
21,3,89,0,2,1181.8,46.912,592.68,439.03,724.8,355.29,1
21,3,90,0,2,1542,907.58,185.94,499.86,936.95,247.5,2
21,3,91,0,2,1094.5,18.06,885.84,664.9,335.92,-89.824,5
21,3,92,3.7195,2,1535.4,1065.1,415.7,995.91,1655,0,0
21,3,93,3.5452,2,1957,416.83,1087.2,1142.6,354.11,-521.52,0
21,3,94,0,2,810.42,620.14,1103.3,22.929,1155.3,592.71,3
21,3,95,0.6729,2,1001.8,581.94,-117.34,0,-309.32,975.31,4
21,3,96,0,2,1652.2,259.51,-167.67,-133.69,910.09,0,2
21,3,97,0,2,1940,908.73,870.82,-33.082,0,922.26,3
21,3,98,2.0157,2,1306,0,504.94,1269.2,627.1,749.68,0
21,3,99,0.67607,2,500.17,437.2,0,0,0,571.64,4
21,3,100,0,2,1685.5,452.54,124.48,0,933.96,1239.8,3
21,3,101,0,2,920.87,1500.6,1189.8,760.81,297.21,0,5
21,3,102,3.6148,2,1699.8,694.03,149.16,837.63,566.21,-444.14,0
21,3,103,1.0301,2,777.64,168.81,713.5,1289.3,194.93,-971.12,5
21,3,104,1.6211,2,1440.9,1337.6,0,0,0,498.73,4
21,3,105,0,2,2269.8,217.41,180.06,-461.85,704.99,4.7773,3
21,3,106,2.892,2,1565,688.7,0,122.86,1185.3,1465.4,0
22,0,1,50000,0,0,0,0,0,0,0,0
22,1,2,500,0,0,0,0,0,0,0,0
22,1,3,500,0,0,0,0,0,0,0,0
22,1,4,500,0,0,0,0,0,0,0,0
22,1,5,500,0,0,0,0,0,0,0,0
22,1,6,500,0,0,0,0,0,0,0,0
22,2,7,10.638,14.834,1170.5,267.44,6.9055,664.37,57.523,788.67,2
22,2,8,19.82,34.134,998.77,256.12,0,293.5,385.25,454.47,2
22,2,9,14.507,31.582,905.56,112.93,155.7,388.79,28.168,8.4812,5
22,2,10,17.523,2.8911,1280.7,0,118.36,377.53,137.22,0,0
22,2,11,13.315,14.66,1082.6,212.3,197.81,737.41,0,32.001,4
22,2,12,17.43,14.281,831.19,649.75,0,440.57,86.737,32.89,0
22,2,13,18.702,5.3118,858.34,0,558.79,566.35,800.38,190.81,0
22,2,14,12.285,18.502,1278.4,467.15,157.95,572.06,287.31,63.025,5
22,2,15,19.332,16.174,1092.4,0,371.35,210.74,770.11,152.43,0
22,2,16,17.531,17.207,1229.9,331.85,26.413,276.16,0,192.05,0
22,2,17,17.424,0,685.41,156.38,503.48,248.37,379.83,707.84,0
22,2,18,11.421,0,715.81,152.72,412.51,561.25,370.53,658.52,0
22,2,19,12.071,12.709,1183.3,0,309.7,23.092,625.98,0,5
22,2,20,18.064,7.7763,888.33,164.6,164.37,81.554,572.6,538.31,0
22,2,21,19.149,11.049,1252,0,568.85,366.49,280.71,374.1,0
22,2,22,19.543,15.56,1130.9,241.17,154.63,17.396,581.73,0,0
22,2,23,11.113,31.954,1356,95.908,216.81,381.44,318.73,95.483,5
22,2,24,19.086,24.271,1539.8,42.826,198.97,133.39,454.85,0,5
22,2,25,15.992,16.651,1247.8,162.27,469.3,279.96,523.64,234.95,1
22,2,26,19.602,9.6788,1013.3,0,573.73,242.66,476.77,362.99,0
22,2,27,16.539,11.986,762.7,419.36,0,244.83,595.29,0,0
22,2,28,17.937,18.97,638.56,449.59,0,0,433.07,390.13,3
22,2,29,7.1562,26.559,810.81,515.59,0,58.583,0,0,5
22,2,30,10.057,0,1065.2,395.13,144.92,43.988,391.63,426.99,0
22,2,31,16.695,2.5478,1291,147.52,0,189.82,380.53,691.05,0
22,2,32,9.8823,1.3594,1282,0,232.22,196.76,637.59,50.248,0
22,2,33,16.683,28.269,921.98,231,276.04,51.35,406.92,292.77,3
22,2,34,13.668,23.866,777.58,388.45,0,0,344.75,283.51,3
22,2,35,12.58,13.897,1508.4,476.06,258.08,79.869,766.54,718.24,3
22,2,36,18.238,24.122,1118.2,145.87,328.19,781.64,353.55,0,5
22,2,37,17.525,31.068,1062,34.884,236.74,308.07,193.35,421.33,1
22,2,38,17.85,18.27,1048,616.06,214.65,0,320.1,226.9,3
22,2,39,14.015,17.799,841.12,462.86,373.95,259.19,178.02,409.68,4
22,2,40,10.557,37.762,1051.4,73.991,194.33,0,279.18,121.87,3
22,2,41,15.586,12.976,928.43,412.3,13.029,152.26,0,768.86,0
22,2,42,19.136,33.99,795.37,0,393.23,526.35,270.42,262.33,1
22,2,43,17.207,26.37,768.45,162.95,512.5,349.96,749.12,89.075,5
22,2,44,15.52,23.116,585.6,381.94,0,389.55,225.9,254.16,2
22,2,45,18.785,9.4403,1080.8,424.6,0,0,96.433,365.22,0
22,2,46,17.965,21.501,1014.4,330.03,100.52,292.55,543.74,413.8,2
22,2,47,13.396,12.229,1439.6,0,49.244,338.86,0,474.95,0
22,2,48,7.4894,22.016,619.2,495.41,42.924,11.807,29.459,783.05,3
22,2,49,17.281,0.82537,953.95,270.66,323.99,0,624.49,700.71,0
22,2,50,17.916,0.54284,1110,266.18,0,415.49,350.16,0,0
22,2,51,6.1209,24.945,1026.3,24.464,129.13,137.62,350.01,139.13,1
22,2,52,11.905,18.202,806.28,338.45,452,106.03,0,568.75,4
22,2,53,12.438,18.853,1315.9,614.02,366.69,0.30613,300.67,274.65,3
22,2,54,19.124,27.618,404.14,127.66,183.02,0,547.59,472.88,3
22,2,55,15.924,21.708,1022.8,177.36,51.91,449.18,96.008,136.25,2
22,2,56,19.403,13.241,1175.8,165.24,338.43,302.05,73.99,116.37,0
22,3,57,0,2,1403.6,437.5,891.93,1125.3,611.89,1257.5,1
22,3,58,0.71304,2,1824,862.82,0,-374.37,49.939,1601.1,3
22,3,59,0,2,1330,510.6,556.58,916.01,654.31,644.65,1
22,3,60,3.4311,2,1918.7,0,337.39,269.32,1607.5,0,0
22,3,61,1.0194,2,1457.6,1456.9,415.91,314.42,0,423.74,4
22,3,62,2.4257,2,936.28,388.48,0,-38.243,-536.1,101.36,0
22,3,63,0,2,1651.8,0,85.702,390.49,575.32,77.812,1
22,3,64,0,2,1490.9,564,713.64,619.21,319.27,1022.7,4
22,3,65,2.3564,2,917.9,0,696.71,61.224,1193.4,878.38,0
22,3,66,0,2,979.01,1025.3,1013,1081,0,784.7,4
22,3,67,0,2,920.12,791.06,1169.4,490.2,1321.1,1449.8,3
22,3,68,0,2,1595.9,322.01,-287.78,366.27,1038.6,-194.52,2
22,3,69,3.6108,2,1460.7,0,-41.551,367.11,962.16,0,0
22,3,70,2.8198,2,1733.4,1096.2,1156.4,753.75,49.3,1061.2,0
22,3,71,0,2,1474.6,0,639.47,34.717,776.18,-297.29,5
22,3,72,0,2,1728,542.86,984.22,52.551,712.52,0,5
22,3,73,0.95662,2,2583.6,313.19,375.42,1254,811.48,-214.6,5
22,3,74,2.0632,2,2299.2,540.22,7.9531,1377.5,394.9,0,0
22,3,75,0,2,1832.7,184.4,927.96,-520.98,1112.7,735.29,3
22,3,76,0,2,2226.1,0,1202.2,1517.2,741.13,554.53,1
22,3,77,1.5993,2,760.23,950.84,0,773.85,-132.02,0,4
22,3,78,0,2,1963.2,279.88,0,0,966.63,601.05,3
22,3,79,2.6667,2,1620.2,500.82,0,909.92,0,0,0
22,3,80,0,2,1657.5,1365.2,949.42,1932.7,1103.4,159.31,5
22,3,81,0.95942,2,1614.2,380.9,0,-71.774,419.08,1269.1,3
22,3,82,0,2,988.89,0,546.42,1063,1143.7,852.45,1
22,3,83,1.1846,2,1371.5,-318.41,707.33,-162.47,1088.1,539.51,1
22,3,84,0,2,2063.5,1575.4,0,0,-235.85,536.59,4
22,3,85,0,2,1309.6,786.03,-338.34,267.68,50.254,534.93,2
22,3,86,0,2,1820.8,261.49,561.23,762.33,293.27,0,5
22,3,87,1.5193,2,749,696.61,895.89,708.11,874,-168.32,5
22,3,88,3.6001,2,1502.1,183.6,696.68,0,-393.83,247.44,0
22,3,89,0.75038,2,894.32,554.1,128.03,-658.23,224.4,-189.63,3
22,3,90,3.2571,2,1446.4,1085.4,40.753,0,441.35,144.82,0
22,3,91,0,2,1247.2,-448.92,236.18,-165.72,0,518.77,1
22,3,92,0,2,1180.1,0,-226.03,538.77,69.891,411.71,2
22,3,93,0.84261,2,1445.6,188.36,-664.4,466.97,185.2,168.68,2
22,3,94,0,2,1488.8,734.86,0,654.98,317.01,599.11,2
22,3,95,3.2573,2,1236,-23.776,0,0,-78.663,1083.8,0
22,3,96,0,2,1402.5,486.09,1251.2,183.99,-6.9404,369.38,4
22,3,97,0,2,836.1,0,825.11,629.56,0,307.84,4
22,3,98,0.44927,2,1171.2,184.51,1030.6,1411,210.78,-339.06,5
22,3,99,0,2,1692.7,249.82,714.98,0,595.07,-97.802,5
22,3,100,2.5765,2,225.26,326.24,0,-241.46,-495.38,0,0
22,3,101,0,2,2098.6,1222.1,654.47,410.26,576.45,551.86,3
22,3,102,0.3778,2,1220.1,-10.561,1180.6,808.18,0,583.32,1
22,3,103,0,2,1192.9,1399.5,583.14,854.82,112.13,1048.8,4
22,3,104,1.9562,2,2121.9,121.7,28.838,0,670.01,1070.2,3
22,3,105,0,2,1421.6,109.95,1308.9,433.87,337.53,-330.73,5
22,3,106,0,2,960.53,-33.132,-254.86,456.23,782.08,926.87,2
23,0,1,50000,0,0,0,0,0,0,0,0
23,1,2,500,0,0,0,0,0,0,0,0
23,1,3,500,0,0,0,0,0,0,0,0
23,1,4,500,0,0,0,0,0,0,0,0
23,1,5,500,0,0,0,0,0,0,0,0
23,1,6,500,0,0,0,0,0,0,0,0
23,2,7,10.789,21.769,647.37,59.404,114.42,0,55.148,627.98,3
23,2,8,10.521,23.287,1118.5,123.59,571.15,671.27,224.36,82.65,5
23,2,9,16.304,17.387,1203.5,84.484,113.17,553.89,22.801,390.99,4
23,2,10,8.0771,5.4003,1226.9,139.28,104.75,12.494,0,263.85,0
23,2,11,14.089,1.4176,943.1,0,0,408.14,2.0198,0,0
23,2,12,10.498,16.824,833.67,298.22,563.66,85.803,371.8,113.26,3
23,2,13,16.384,11.777,1264.7,295.34,400.3,546.55,397.47,200.47,0
23,2,14,15.148,16.074,1220.6,92.898,504.27,310.02,0,0,5
23,2,15,15.829,20.797,1155.4,230.74,263.54,65.469,238.33,0,5
23,2,16,15.085,26.997,1029.6,311.14,643.72,0,472.3,132.31,3
23,2,17,19.261,26.028,642.98,0,506.36,287.55,390.61,0,5
23,2,18,13.297,31.987,718.85,565.09,607.93,478.17,517.73,176.59,5
23,2,19,16.186,1.2758,1058,464.62,380.43,352.7,254.81,237,0
23,2,20,18.268,9.8616,871.66,388.24,0,676.12,481.02,279.79,0
23,2,21,11.956,19.885,640.74,178.5,716.74,105.31,298.26,0,5
23,2,22,13.136,18.809,619.14,47.007,147.65,197.27,518.75,421.47,1
23,2,23,19.871,27.188,1270.3,478.28,174.92,0,124.47,24.171,3
23,2,24,15.011,24.161,1138.3,211.78,603.59,687.65,384.9,281.47,1
23,2,25,16.43,0,919.54,136.12,421.75,235.62,197.49,508.78,0
23,2,26,19.971,16.488,1276.5,14.738,225.12,0,406.05,0,0
23,2,27,15.315,12.301,859.31,233.07,284.35,10.939,154.15,142.42,0
23,2,28,16.013,13.289,912.95,1073.4,84.599,308.52,0,280.54,0
23,2,29,19.573,10.794,756.51,630.86,353.56,368.51,266.9,236.47,0
23,2,30,10.931,13.189,1114.6,590.42,115.09,289.51,320.07,577.81,2
23,2,31,15.474,31.345,1152.9,272.24,523.32,474.53,703.24,0,5
23,2,32,10.943,10.144,1351.7,371.4,8.0152,361.75,312.11,255.72,0
23,2,33,9.0015,13.423,785.83,0,159.61,0,273.91,583.45,3
23,2,34,10.261,19.09,1280.4,362.85,144.28,273.35,344.74,479.16,2
23,2,35,14.97,10.168,1088.1,411.91,168.33,469.35,643.56,196.34,0
23,2,36,14.233,25.437,570.12,392.08,181.14,257.3,688.95,25.687,5
23,2,37,7.5317,6.0009,1148.1,503.64,0,33.076,480.17,573.92,0
23,2,38,15.238,17.944,1181.6,378.73,101.05,0,192.89,302.12,3
23,2,39,18.644,12.401,457.43,354.02,0,281.45,0,414.95,0
23,2,40,13.838,0,406,0,401.63,483.71,448.57,59.041,0
23,2,41,18.823,10.62,1026.8,433.78,564.57,476.18,462.06,297.79,0
23,2,42,19.283,19.187,706.28,428.31,540.95,440.65,375.82,0,0
23,2,43,12.554,22.662,1343,354.06,0,170.11,321.59,547.28,2
23,2,44,18.323,0,329.75,233.15,334.2,470.15,0,336.67,0
23,2,45,14.122,17.489,834.4,164.31,496.57,580.89,194.07,24.557,5
23,2,46,9.5437,22.856,1208.2,558.29,0,257.85,67.558,0,5
23,2,47,16.239,8.8573,681.29,671.78,0,18.845,512.42,0,0
23,2,48,14.877,2.4764,1331.7,123.52,175.91,496.95,588.26,498.99,0
23,2,49,14.702,5.2216,1144.6,81.748,260.65,637.01,346.46,866.74,0
23,2,50,19.153,29.525,1057,316.55,325.61,347.63,0,596.9,4
23,2,51,18.759,29.935,725.24,105.01,460.41,468.21,0,432.75,4
23,2,52,11.169,20.83,1119.3,264.91,264.97,530.97,105.16,0,5
23,2,53,16.754,0.1239,1081.5,0,654.51,0,502.32,514.88,0
23,2,54,11.847,8.4909,1125.8,0,278.6,161.73,561.26,443.57,0
23,2,55,11.304,11.542,774.31,0,643.62,0,653.74,0,5
23,2,56,13.68,7.3104,970.23,119.26,193.02,0,353.42,0,0
23,3,57,2.79,2,1556,313.84,493.15,0,-354.73,767.27,0
23,3,58,0,2,1020.2,75.517,494.32,365.04,569.27,480.37,1
23,3,59,0,2,1717.1,805.8,-159.28,1028.8,580.03,900.78,2
23,3,60,0,2,1586.7,491.14,1478.6,191.95,0,1324.6,4
23,3,61,0,2,2961.5,0,0,704.1,-205.18,0,4
23,3,62,1.2795,2,1898.7,829.9,510.39,736.19,563.47,256.75,5
23,3,63,0.89494,2,1473.9,-93.628,1106.4,723.82,242.74,-202.83,5
23,3,64,0,2,1424.1,642.06,2133.9,488.57,0,0,5
23,3,65,0,2,2154.2,1143.7,-423.12,71.685,58.658,0,2
23,3,66,0,2,1883.3,422.22,17.206,0,-249,211.87,4
23,3,67,1.8489,2,1813.3,0,1373.2,-14.636,1125.5,0,3
23,3,68,0,2,1419.8,716.11,561.15,471.84,524.82,431.49,5
23,3,69,0,2,1685.9,948.03,288.96,549.3,1098.5,1209.9,2
23,3,70,0,2,1890.4,713.29,0,87.179,1214.4,511,2
23,3,71,0,2,844.7,792.77,-137.21,1153.3,1098.8,0,2
23,3,72,0,2,1195.8,1351.5,358.57,1210,202.88,506.13,4
23,3,73,0,2,1365.4,284.83,357.39,0,-1048,1158.9,4
23,3,74,0,2,1624.7,669.84,664.24,791.51,222.7,-372.91,5
23,3,75,0,2,2094.4,443.5,636.92,1129.3,385.88,125.42,5
23,3,76,2.8457,2,1757.4,1.1178,445.51,0,1882.8,0,0
23,3,77,3.7971,2,1888.9,625.22,694.09,-171.6,1123.6,612.27,0
23,3,78,0,2,1458.8,1749.2,1553.8,-431.67,0,46.977,3
23,3,79,0,2,1463.2,-107.9,492.84,122.6,546.32,1383,1
23,3,80,0.11762,2,1954.9,635.22,-469.19,228.27,-425.13,416.44,2
23,3,81,0.80225,2,1640,598.6,1255.7,363.19,1229.6,0,5
23,3,82,1.241,2,1918,592.07,553.8,524.77,524.46,20.207,5
23,3,83,1.1442,2,1137.9,0,951.19,0,-476.21,-113.4,4
23,3,84,3.9752,2,1740,143.97,254.02,722.38,-119.76,-214.12,0
23,3,85,3.981,2,1153.9,87.702,137.53,607.1,1804.5,605.35,0
23,3,86,3.0328,2,1762.3,370.82,165.5,-262,503,281.53,0
23,3,87,0,2,2344.1,35.966,0,-88.444,990.17,208.32,3
23,3,88,0,2,1947,-904.83,1628.2,0,848.58,495.13,1
23,3,89,3.0556,2,1839.7,1746.2,0,847.54,0,-430.44,0
23,3,90,0,2,1327.2,0,640.85,1400.3,338.52,709.44,1
23,3,91,3.7336,2,1098.5,1046.3,136.28,378.32,564.78,1009,0
23,3,92,0,2,1390.4,720.99,-116.66,683.87,1123.7,0,2
23,3,93,2.7437,2,1846.6,769.61,0,754.42,203.49,-220.96,0
23,3,94,0,2,2326,-89.874,753.34,545.31,0,434.33,1
23,3,95,2.3975,2,1045.2,240.28,754.15,314.07,999.52,883.39,0
23,3,96,0,2,1076.4,992.76,0,1124.3,976.3,0,5
23,3,97,2.1478,2,1828,911.64,0,1052.2,248.57,0,0
23,3,98,0,2,2417.5,289.71,957.05,1182.4,-75.109,450.03,4
23,3,99,0,2,1344.6,6.5397,28.482,800.09,891.15,134.03,1
23,3,100,0,2,1119.8,1283.9,329.66,632.33,0,284.91,4
23,3,101,3.904,2,1923.6,670.05,498.65,315.77,0,1062.8,0
23,3,102,0,2,1363,1677,871.96,-282.38,267.99,0,3
23,3,103,1.576,2,21.316,0,405.29,0,769.44,-71.24,5
23,3,104,0,2,608.46,0,-559.43,96.739,617.37,-293.49,2
23,3,105,2.1788,2,1244.9,0,87.228,0,954.85,0,0
23,3,106,2.8331,2,1416.6,1012.1,-82.007,0,175.96,0,0
24,0,1,50000,0,0,0,0,0,0,0,0
24,1,2,500,0,0,0,0,0,0,0,0
24,1,3,500,0,0,0,0,0,0,0,0
24,1,4,500,0,0,0,0,0,0,0,0
24,1,5,500,0,0,0,0,0,0,0,0
24,1,6,500,0,0,0,0,0,0,0,0
24,2,7,15.493,7.1213,1066.2,0,317.07,88.607,339.86,547.56,0
24,2,8,13.576,30.913,1122.9,0,557.46,162.21,329.2,523.35,1
24,2,9,15.575,4.453,810.99,312.65,292.44,132.55,0,0,0
24,2,10,18.03,12.048,888.86,237.35,0,276.93,503.14,1.3673,0
24,2,11,11.396,18.757,1073.6,847.09,0,242.09,431.05,0,5
24,2,12,17.753,33.979,1244.8,209.71,470.03,409.69,0,0,5
24,2,13,10.34,24.407,1321.7,589.96,125.13,48.169,82.613,117.24,3
24,2,14,19.649,9.7557,1156.5,532.65,0,399.02,236.67,4.2725,0
24,2,15,15.463,19.09,639.5,0,348.51,170.53,173.45,112.71,1
24,2,16,18.031,25.895,933.59,104.8,752.72,115.31,0,275.99,4
24,2,17,16.674,2.8326,992.24,84.912,0,0,0,613.93,0
24,2,18,8.8684,6.6313,1309.7,529.43,168.09,507.26,573.77,0,0
24,2,19,6.5848,26.962,848.86,66.016,0,44.188,0,25.631,4
24,2,20,9.8612,10.596,903.38,383.87,105.53,386.5,577.77,0,5
24,2,21,19.407,26.681,738.3,787.31,0,0,164.64,55.372,3
24,2,22,12.174,12.5,826.54,51.412,0,248.32,658.27,350.6,2
24,2,23,17.209,15.674,1279.9,357.81,181.96,410.59,472.48,504.71,0
24,2,24,19.749,22.147,831,727.16,174.49,587.65,178.11,391.5,2
24,2,25,17.663,27.386,1163.6,177.7,303.55,560.81,0,636.66,4
24,2,26,16.911,19.622,764.19,153.24,0,418.64,384.74,417.47,2
24,2,27,6.0174,29.588,676.61,63.736,496.77,405.09,211.43,155.22,1
24,2,28,14.38,0,1317.9,377.17,787.14,0,266.7,0,0
24,2,29,7.1471,17.791,1185,596.77,540.38,477.82,276.78,0,5
24,2,30,19.497,17.049,1458.8,180.66,173.86,0,527.61,0,0
24,2,31,17.149,11.549,1426.4,735.14,60.537,280.99,27.295,0,0
24,2,32,3.9607,19.17,864.71,247.88,252.2,893.7,0,102.72,4
24,2,33,13.854,15.451,1108.2,0,149.67,0,0,394.27,4
24,2,34,10.789,36.514,1276.2,451.26,148.2,0,0,343.44,4
24,2,35,13.381,10.011,1180.8,478.29,644.07,247.44,687.49,440.35,0
24,2,36,18.194,26.181,694.45,346.5,322.08,555.48,283.67,93.157,5
24,2,37,11.523,19.104,1070.1,109.87,447.34,156.49,339.23,0,5
24,2,38,18.992,22.334,963.51,509.07,530.79,137.14,575.78,24.187,5
24,2,39,17.211,11.515,1406.5,82.019,308.54,355.74,420.53,532.77,0
24,2,40,15.928,0,1411.8,0,67.466,382.81,475.07,478.4,0
24,2,41,15.454,1.5229,920.99,643.18,439.73,0,0,707.76,0
24,2,42,15.213,26.233,910.57,215.82,420.02,605.55,49.735,677.78,4
24,2,43,7.4745,10.642,961.56,0,0,447.97,300.67,51.796,2
24,2,44,8.8246,20.168,917.43,331.02,0,0,256.13,0,5
24,2,45,19.755,20.414,1369.9,441.19,425.39,344.46,219.16,307.79,4
24,2,46,9.1148,3.99,797.21,221.95,946.44,472.77,0,514.19,0
24,2,47,15.024,13.413,705.32,222.22,0,398.13,78.144,0,0
24,2,48,12.75,22.829,965.39,272.1,79.318,174.84,74.161,427.52,4
24,2,49,16.57,20.549,602.6,300.27,509.83,111.41,290.66,736.06,3
24,2,50,4.7068,15.089,836.37,474.35,806.4,180.43,487.22,388.74,3
24,2,51,14.267,0,720.73,490.52,288.85,0,229.26,317.9,0
24,2,52,14.673,12.604,995.66,0,461.94,574.77,222.31,291.19,0
24,2,53,16.89,38.253,911.52,449.35,409.79,253.1,214,95.079,5
24,2,54,17.014,10.821,978.34,0,244.18,702.91,331.07,141.29,0
24,2,55,18.646,16.48,734.66,219.5,0,0,572.18,253.48,0
24,2,56,16.229,21.365,974.66,512.27,753.6,172.13,13.461,360.54,4
24,3,57,2.0046,2,1598.1,0,776.8,188.78,-146.5,499.38,0
24,3,58,3.0113,2,1563.7,0,524.28,320.44,1260.3,850.45,0
24,3,59,1.5028,2,1138.1,329.71,260.65,68.067,0,0,5
24,3,60,2.9943,2,1680.4,131.86,0,20.349,147.51,1659.2,0
24,3,61,3.7889,2,58.272,1646.7,0,722.07,933.61,0,0
24,3,62,1.0532,2,2060.4,681.48,272.66,-43.691,0,0,3
24,3,63,2.0261,2,1793.1,194.37,433.92,-3.288,329.09,808.85,0
24,3,64,0.19751,2,1797,738.18,0,1426.3,419.54,362.15,2
24,3,65,0,2,1201.5,0,731.12,634.27,428.5,6.4062,1
24,3,66,1.4995,2,798.23,-25.574,726.46,249.73,0,189.34,1
24,3,67,0,2,1189.9,210.57,0,0,0,409.68,4
24,3,68,0,2,1861.1,606.38,1151.4,571.72,876.22,0,5
24,3,69,0,2,2029,866.94,0,749.55,0,89.148,4
24,3,70,0,2,1346.2,567.59,510.66,442.43,1134.3,0,5
24,3,71,0.007453,2,1912.3,619.72,0,0,421.12,1095.4,3
24,3,72,0,2,1459.7,473.7,0,-126.92,357.61,474.14,3
24,3,73,0,2,1799.1,247.74,511.13,2055.4,-122.78,-65.548,4
24,3,74,1.2537,2,1029.7,977.41,-653.14,1511.1,-668.47,-141.2,4
24,3,75,0,2,1163.4,345.05,96.918,-304.87,0,386.73,3
24,3,76,0,2,1931.5,583.46,0,1219.8,883.49,58.317,2
24,3,77,3.1219,2,1231.6,36.871,-203.85,483.75,179.53,1872.2,0
24,3,78,0,2,1238.4,1516.8,548.1,0,246.75,0,5
24,3,79,0,2,2206.3,105.51,874.06,169.63,117.37,0,5
24,3,80,3.5067,2,1954.2,351.82,764.16,0,1021.2,0,0
24,3,81,0,2,1697.4,267.24,192.09,544.46,737.16,0,5
24,3,82,0,2,719.23,980.36,403,776.28,0,-22.139,5
24,3,83,3.8918,2,1180.6,0,751.18,0,0,-6.5313,0
24,3,84,0,2,1611.7,126.89,-330.56,0,0,-110.56,2
24,3,85,0,2,1628.6,-120.76,653.08,610.99,993.76,572.85,1
24,3,86,0,2,1143.1,360.22,247.4,-269.86,1035,904.25,3
24,3,87,1.306,2,1853.9,1075.3,-713.3,814.77,1298,0,2
24,3,88,0,2,1539.8,290.83,683.98,596.89,1513.2,620.18,1
24,3,89,0,2,1262.3,520.23,674.36,1096.7,361.99,772.43,4
24,3,90,3.467,2,1573.4,0,74.098,62.846,275.66,126.66,0
24,3,91,0,2,1626.3,744.9,867.84,0,0,108.45,4
24,3,92,0,2,1286.4,399.98,953.63,311.71,401.8,-197.46,5
24,3,93,1.7547,2,1429.6,0,0,-17.176,711.56,1277.8,3
24,3,94,0,2,2749.7,479.28,0,0,697.91,0,5
24,3,95,1.6066,2,1697.2,98.224,740.84,297.27,275.76,361.05,1
24,3,96,0,2,1388.9,260.08,353.8,883.95,0,-52.999,5
24,3,97,0.97536,2,1421,-56.986,0,110.13,970.59,0,1
24,3,98,0,2,1300.5,-7.8285,1006.1,111.77,312.03,705.93,1
24,3,99,2.772,2,1993.6,934.66,441.12,19.292,-464.02,326.79,0
24,3,100,0.71498,2,1625.8,-71.221,287.8,666.73,298.6,718.16,1
24,3,101,1.429,2,1142.4,462.6,489.58,0,494.96,486.57,3
24,3,102,0,2,1858,0,436.18,-211.99,-85.28,-56.029,3
24,3,103,0,2,1191.5,829.11,490.05,645.7,1020.7,-449.94,5
24,3,104,0,2,1899.7,0,53.569,834.43,234.04,1051.6,1
24,3,105,3.4337,2,2215.5,168.08,0,0,148.34,-62.062,0
24,3,106,2.4049,2,884.72,194.36,1074.9,301.2,468.66,853.06,0
25,0,1,50000,0,0,0,0,0,0,0,0
25,1,2,500,0,0,0,0,0,0,0,0
25,1,3,500,0,0,0,0,0,0,0,0
25,1,4,500,0,0,0,0,0,0,0,0
25,1,5,500,0,0,0,0,0,0,0,0
25,1,6,500,0,0,0,0,0,0,0,0
25,2,7,18.497,7.5605,1137.2,433.39,538.21,0,113.36,677.35,0
25,2,8,19.306,4.6285,1005.7,378.83,321.08,342.88,0,235.64,0
25,2,9,13.647,23.966,1056,350.66,0,558.89,127.89,543.19,2
25,2,10,11.853,14.787,519.09,341.09,375.13,19.775,404.48,187.97,3
